modbusTCP;inverter;SMA;STP 110-60;;;;;;;0
803;3;40972;U16;134_Hz_SF;134_2_Hz12;;1;0;Hz;0
804;3;40973;I16;134_W_SF;134_2_W12;;1;0;% WRef;0
805;3;40974;U16;134_Hz_SF;134_2_Hz13;;1;0;Hz;0
806;3;40975;I16;134_W_SF;134_2_W13;;1;0;% WRef;0
807;3;40976;U16;134_Hz_SF;134_2_Hz14;;1;0;Hz;0
808;3;40977;I16;134_W_SF;134_2_W14;;1;0;% WRef;0
809;3;40978;U16;134_Hz_SF;134_2_Hz15;;1;0;Hz;0
810;3;40979;I16;134_W_SF;134_2_W15;;1;0;% WRef;0
811;3;40980;U16;134_Hz_SF;134_2_Hz16;;1;0;Hz;0
812;3;40981;I16;134_W_SF;134_2_W16;;1;0;% WRef;0
813;3;40982;U16;134_Hz_SF;134_2_Hz17;;1;0;Hz;0
814;3;40983;I16;134_W_SF;134_2_W17;;1;0;% WRef;0
815;3;40984;U16;134_Hz_SF;134_2_Hz18;;1;0;Hz;0
816;3;40985;I16;134_W_SF;134_2_W18;;1;0;% WRef;0
817;3;40986;U16;134_Hz_SF;134_2_Hz19;;1;0;Hz;0
818;3;40987;I16;134_W_SF;134_2_W19;;1;0;% WRef;0
819;3;40988;U16;134_Hz_SF;134_2_Hz20;;1;0;Hz;0
820;3;40989;I16;134_W_SF;134_2_W20;;1;0;% WRef;0
821;3;40990;STRING;;134_2_CrvNam;;1;0;;0
822;3;40998;U16;;134_2_RmpPT1Tms;;1;0;Secs;0
823;3;40999;U16;134_RmpIncDec_SF;134_2_RmpDecTmm;;1;0;% WMax/min;0
824;3;41000;U16;134_RmpIncDec_SF;134_2_RmpIncTmm;;1;0;% WMax/min;0
825;3;41001;U16;134_RmpIncDec_SF;134_2_RmpRsUp;;1;0;% WMax/min;0
826;3;41002;U16;;134_2_SnptW;;1;0;;0
827;3;41003;U16;134_W_SF;134_2_WRef;;1;0;W;0
828;3;41004;U16;134_Hz_SF;134_2_WRefStrHz;;1;0;Hz;0
829;3;41005;U16;134_Hz_SF;134_2_WRefStopHz;;1;0;Hz;0
830;3;41006;U16;;134_2_ReadOnly;;1;0;;0
831;3;41007;U16;;134_3_ActPt;;1;0;;0
832;3;41008;U16;134_Hz_SF;134_3_Hz1;;1;0;Hz;0
833;3;41009;I16;134_W_SF;134_3_W1;;1;0;% WRef;0
834;3;41010;U16;134_Hz_SF;134_3_Hz2;;1;0;Hz;0
835;3;41011;I16;134_W_SF;134_3_W2;;1;0;% WRef;0
836;3;41012;U16;134_Hz_SF;134_3_Hz3;;1;0;Hz;0
837;3;41013;I16;134_W_SF;134_3_W3;;1;0;% WRef;0
838;3;41014;U16;134_Hz_SF;134_3_Hz4;;1;0;Hz;0
839;3;41015;I16;134_W_SF;134_3_W4;;1;0;% WRef;0
840;3;41016;U16;134_Hz_SF;134_3_Hz5;;1;0;Hz;0
841;3;41017;I16;134_W_SF;134_3_W5;;1;0;% WRef;0
842;3;41018;U16;134_Hz_SF;134_3_Hz6;;1;0;Hz;0
843;3;41019;I16;134_W_SF;134_3_W6;;1;0;% WRef;0
844;3;41020;U16;134_Hz_SF;134_3_Hz7;;1;0;Hz;0
845;3;41021;I16;134_W_SF;134_3_W7;;1;0;% WRef;0
846;3;41022;U16;134_Hz_SF;134_3_Hz8;;1;0;Hz;0
847;3;41023;I16;134_W_SF;134_3_W8;;1;0;% WRef;0
848;3;41024;U16;134_Hz_SF;134_3_Hz9;;1;0;Hz;0
849;3;41025;I16;134_W_SF;134_3_W9;;1;0;% WRef;0
850;3;41026;U16;134_Hz_SF;134_3_Hz10;;1;0;Hz;0
851;3;41027;I16;134_W_SF;134_3_W10;;1;0;% WRef;0
852;3;41028;U16;134_Hz_SF;134_3_Hz11;;1;0;Hz;0
853;3;41029;I16;134_W_SF;134_3_W11;;1;0;% WRef;0
854;3;41030;U16;134_Hz_SF;134_3_Hz12;;1;0;Hz;0
855;3;41031;I16;134_W_SF;134_3_W12;;1;0;% WRef;0
856;3;41032;U16;134_Hz_SF;134_3_Hz13;;1;0;Hz;0
857;3;41033;I16;134_W_SF;134_3_W13;;1;0;% WRef;0
858;3;41034;U16;134_Hz_SF;134_3_Hz14;;1;0;Hz;0
859;3;41035;I16;134_W_SF;134_3_W14;;1;0;% WRef;0
860;3;41036;U16;134_Hz_SF;134_3_Hz15;;1;0;Hz;0
861;3;41037;I16;134_W_SF;134_3_W15;;1;0;% WRef;0
862;3;41038;U16;134_Hz_SF;134_3_Hz16;;1;0;Hz;0
863;3;41039;I16;134_W_SF;134_3_W16;;1;0;% WRef;0
864;3;41040;U16;134_Hz_SF;134_3_Hz17;;1;0;Hz;0
865;3;41041;I16;134_W_SF;134_3_W17;;1;0;% WRef;0
866;3;41042;U16;134_Hz_SF;134_3_Hz18;;1;0;Hz;0
867;3;41043;I16;134_W_SF;134_3_W18;;1;0;% WRef;0
868;3;41044;U16;134_Hz_SF;134_3_Hz19;;1;0;Hz;0
869;3;41045;I16;134_W_SF;134_3_W19;;1;0;% WRef;0
870;3;41046;U16;134_Hz_SF;134_3_Hz20;;1;0;Hz;0
871;3;41047;I16;134_W_SF;134_3_W20;;1;0;% WRef;0
872;3;41048;STRING;;134_3_CrvNam;;1;0;;0
873;3;41056;U16;;134_3_RmpPT1Tms;;1;0;Secs;0
874;3;41057;U16;134_RmpIncDec_SF;134_3_RmpDecTmm;;1;0;% WMax/min;0
875;3;41058;U16;134_RmpIncDec_SF;134_3_RmpIncTmm;;1;0;% WMax/min;0
876;3;41059;U16;134_RmpIncDec_SF;134_3_RmpRsUp;;1;0;% WMax/min;0
877;3;41060;U16;;134_3_SnptW;;1;0;;0
878;3;41061;U16;134_W_SF;134_3_WRef;;1;0;W;0
879;3;41062;U16;134_Hz_SF;134_3_WRefStrHz;;1;0;Hz;0
880;3;41063;U16;134_Hz_SF;134_3_WRefStopHz;;1;0;Hz;0
881;3;41064;U16;;134_3_ReadOnly;;1;0;;0
882;3;41065;U16;;134_4_ActPt;;1;0;;0
883;3;41066;U16;134_Hz_SF;134_4_Hz1;;1;0;Hz;0
884;3;41067;I16;134_W_SF;134_4_W1;;1;0;% WRef;0
885;3;41068;U16;134_Hz_SF;134_4_Hz2;;1;0;Hz;0
886;3;41069;I16;134_W_SF;134_4_W2;;1;0;% WRef;0
887;3;41070;U16;134_Hz_SF;134_4_Hz3;;1;0;Hz;0
888;3;41071;I16;134_W_SF;134_4_W3;;1;0;% WRef;0
889;3;41072;U16;134_Hz_SF;134_4_Hz4;;1;0;Hz;0
890;3;41073;I16;134_W_SF;134_4_W4;;1;0;% WRef;0
891;3;41074;U16;134_Hz_SF;134_4_Hz5;;1;0;Hz;0
892;3;41075;I16;134_W_SF;134_4_W5;;1;0;% WRef;0
893;3;41076;U16;134_Hz_SF;134_4_Hz6;;1;0;Hz;0
894;3;41077;I16;134_W_SF;134_4_W6;;1;0;% WRef;0
895;3;41078;U16;134_Hz_SF;134_4_Hz7;;1;0;Hz;0
896;3;41079;I16;134_W_SF;134_4_W7;;1;0;% WRef;0
897;3;41080;U16;134_Hz_SF;134_4_Hz8;;1;0;Hz;0
898;3;41081;I16;134_W_SF;134_4_W8;;1;0;% WRef;0
899;3;41082;U16;134_Hz_SF;134_4_Hz9;;1;0;Hz;0
900;3;41083;I16;134_W_SF;134_4_W9;;1;0;% WRef;0
901;3;41084;U16;134_Hz_SF;134_4_Hz10;;1;0;Hz;0
902;3;41085;I16;134_W_SF;134_4_W10;;1;0;% WRef;0
903;3;41086;U16;134_Hz_SF;134_4_Hz11;;1;0;Hz;0
904;3;41087;I16;134_W_SF;134_4_W11;;1;0;% WRef;0
905;3;41088;U16;134_Hz_SF;134_4_Hz12;;1;0;Hz;0
906;3;41089;I16;134_W_SF;134_4_W12;;1;0;% WRef;0
907;3;41090;U16;134_Hz_SF;134_4_Hz13;;1;0;Hz;0
908;3;41091;I16;134_W_SF;134_4_W13;;1;0;% WRef;0
909;3;41092;U16;134_Hz_SF;134_4_Hz14;;1;0;Hz;0
910;3;41093;I16;134_W_SF;134_4_W14;;1;0;% WRef;0
911;3;41094;U16;134_Hz_SF;134_4_Hz15;;1;0;Hz;0
912;3;41095;I16;134_W_SF;134_4_W15;;1;0;% WRef;0
913;3;41096;U16;134_Hz_SF;134_4_Hz16;;1;0;Hz;0
914;3;41097;I16;134_W_SF;134_4_W16;;1;0;% WRef;0
915;3;41098;U16;134_Hz_SF;134_4_Hz17;;1;0;Hz;0
916;3;41099;I16;134_W_SF;134_4_W17;;1;0;% WRef;0
917;3;41100;U16;134_Hz_SF;134_4_Hz18;;1;0;Hz;0
918;3;41101;I16;134_W_SF;134_4_W18;;1;0;% WRef;0
919;3;41102;U16;134_Hz_SF;134_4_Hz19;;1;0;Hz;0
920;3;41103;I16;134_W_SF;134_4_W19;;1;0;% WRef;0
921;3;41104;U16;134_Hz_SF;134_4_Hz20;;1;0;Hz;0
922;3;41105;I16;134_W_SF;134_4_W20;;1;0;% WRef;0
923;3;41106;STRING;;134_4_CrvNam;;1;0;;0
924;3;41114;U16;;134_4_RmpPT1Tms;;1;0;Secs;0
925;3;41115;U16;134_RmpIncDec_SF;134_4_RmpDecTmm;;1;0;% WMax/min;0
926;3;41116;U16;134_RmpIncDec_SF;134_4_RmpIncTmm;;1;0;% WMax/min;0
927;3;41117;U16;134_RmpIncDec_SF;134_4_RmpRsUp;;1;0;% WMax/min;0
928;3;41118;U16;;134_4_SnptW;;1;0;;0
929;3;41119;U16;134_W_SF;134_4_WRef;;1;0;W;0
930;3;41120;U16;134_Hz_SF;134_4_WRefStrHz;;1;0;Hz;0
931;3;41121;U16;134_Hz_SF;134_4_WRefStopHz;;1;0;Hz;0
932;3;41122;U16;;134_4_ReadOnly;;1;0;;0
933;3;41123;U16;;134_5_ActPt;;1;0;;0
934;3;41124;U16;134_Hz_SF;134_5_Hz1;;1;0;Hz;0
935;3;41125;I16;134_W_SF;134_5_W1;;1;0;% WRef;0
936;3;41126;U16;134_Hz_SF;134_5_Hz2;;1;0;Hz;0
937;3;41127;I16;134_W_SF;134_5_W2;;1;0;% WRef;0
938;3;41128;U16;134_Hz_SF;134_5_Hz3;;1;0;Hz;0
939;3;41129;I16;134_W_SF;134_5_W3;;1;0;% WRef;0
940;3;41130;U16;134_Hz_SF;134_5_Hz4;;1;0;Hz;0
941;3;41131;I16;134_W_SF;134_5_W4;;1;0;% WRef;0
942;3;41132;U16;134_Hz_SF;134_5_Hz5;;1;0;Hz;0
943;3;41133;I16;134_W_SF;134_5_W5;;1;0;% WRef;0
944;3;41134;U16;134_Hz_SF;134_5_Hz6;;1;0;Hz;0
945;3;41135;I16;134_W_SF;134_5_W6;;1;0;% WRef;0
946;3;41136;U16;134_Hz_SF;134_5_Hz7;;1;0;Hz;0
947;3;41137;I16;134_W_SF;134_5_W7;;1;0;% WRef;0
948;3;41138;U16;134_Hz_SF;134_5_Hz8;;1;0;Hz;0
949;3;41139;I16;134_W_SF;134_5_W8;;1;0;% WRef;0
950;3;41140;U16;134_Hz_SF;134_5_Hz9;;1;0;Hz;0
951;3;41141;I16;134_W_SF;134_5_W9;;1;0;% WRef;0
952;3;41142;U16;134_Hz_SF;134_5_Hz10;;1;0;Hz;0
953;3;41143;I16;134_W_SF;134_5_W10;;1;0;% WRef;0
954;3;41144;U16;134_Hz_SF;134_5_Hz11;;1;0;Hz;0
955;3;41145;I16;134_W_SF;134_5_W11;;1;0;% WRef;0
956;3;41146;U16;134_Hz_SF;134_5_Hz12;;1;0;Hz;0
957;3;41147;I16;134_W_SF;134_5_W12;;1;0;% WRef;0
958;3;41148;U16;134_Hz_SF;134_5_Hz13;;1;0;Hz;0
959;3;41149;I16;134_W_SF;134_5_W13;;1;0;% WRef;0
960;3;41150;U16;134_Hz_SF;134_5_Hz14;;1;0;Hz;0
961;3;41151;I16;134_W_SF;134_5_W14;;1;0;% WRef;0
962;3;41152;U16;134_Hz_SF;134_5_Hz15;;1;0;Hz;0
963;3;41153;I16;134_W_SF;134_5_W15;;1;0;% WRef;0
964;3;41154;U16;134_Hz_SF;134_5_Hz16;;1;0;Hz;0
965;3;41155;I16;134_W_SF;134_5_W16;;1;0;% WRef;0
966;3;41156;U16;134_Hz_SF;134_5_Hz17;;1;0;Hz;0
967;3;41157;I16;134_W_SF;134_5_W17;;1;0;% WRef;0
968;3;41158;U16;134_Hz_SF;134_5_Hz18;;1;0;Hz;0
969;3;41159;I16;134_W_SF;134_5_W18;;1;0;% WRef;0
970;3;41160;U16;134_Hz_SF;134_5_Hz19;;1;0;Hz;0
971;3;41161;I16;134_W_SF;134_5_W19;;1;0;% WRef;0
972;3;41162;U16;134_Hz_SF;134_5_Hz20;;1;0;Hz;0
973;3;41163;I16;134_W_SF;134_5_W20;;1;0;% WRef;0
974;3;41164;STRING;;134_5_CrvNam;;1;0;;0
975;3;41172;U16;;134_5_RmpPT1Tms;;1;0;Secs;0
976;3;41173;U16;134_RmpIncDec_SF;134_5_RmpDecTmm;;1;0;% WMax/min;0
977;3;41174;U16;134_RmpIncDec_SF;134_5_RmpIncTmm;;1;0;% WMax/min;0
978;3;41175;U16;134_RmpIncDec_SF;134_5_RmpRsUp;;1;0;% WMax/min;0
979;3;41176;U16;;134_5_SnptW;;1;0;;0
980;3;41177;U16;134_W_SF;134_5_WRef;;1;0;W;0
981;3;41178;U16;134_Hz_SF;134_5_WRefStrHz;;1;0;Hz;0
982;3;41179;U16;134_Hz_SF;134_5_WRefStopHz;;1;0;Hz;0
983;3;41180;U16;;134_5_ReadOnly;;1;0;;0
984;3;41181;I16;;135_tableId;;1;0;;0
985;3;41182;I16;;135_tableSize;;1;0;;0
986;3;41183;U16;;135_ActCrv;;1;0;;0
987;3;41184;U16;;135_ModEna;;1;0;;0
988;3;41185;U16;;135_WinTms;;1;0;Secs;0
989;3;41186;U16;;135_RvrtTms;;1;0;Secs;0
990;3;41187;U16;;135_RmpTms;;1;0;Secs;0
991;3;41188;U16;;135_NCrv;;1;0;;0
992;3;41189;U16;;135_NPt;;1;0;;0
993;3;41190;I16;;135_Tms_SF;;1;0;;0
994;3;41191;I16;;135_Hz_SF;;1;0;;0
996;3;41193;U16;;135_0_ActPt;;1;0;;0
997;3;41194;U16;135_Tms_SF;135_0_Tms1;;1;0;Secs;0
998;3;41195;U16;135_Hz_SF;135_0_Hz1;;1;0;Hz;0
999;3;41196;U16;135_Tms_SF;135_0_Tms2;;1;0;Secs;0
1000;3;41197;U16;135_Hz_SF;135_0_Hz2;;1;0;Hz;0
1001;3;41198;U16;135_Tms_SF;135_0_Tms3;;1;0;Secs;0
1002;3;41199;U16;135_Hz_SF;135_0_Hz3;;1;0;Hz;0
1003;3;41200;U16;135_Tms_SF;135_0_Tms4;;1;0;Secs;0
1004;3;41201;U16;135_Hz_SF;135_0_Hz4;;1;0;Hz;0
1005;3;41202;U16;135_Tms_SF;135_0_Tms5;;1;0;Secs;0
1006;3;41203;U16;135_Hz_SF;135_0_Hz5;;1;0;Hz;0
1007;3;41204;U16;135_Tms_SF;135_0_Tms6;;1;0;Secs;0
1008;3;41205;U16;135_Hz_SF;135_0_Hz6;;1;0;Hz;0
1009;3;41206;U16;135_Tms_SF;135_0_Tms7;;1;0;Secs;0
1010;3;41207;U16;135_Hz_SF;135_0_Hz7;;1;0;Hz;0
1011;3;41208;U16;135_Tms_SF;135_0_Tms8;;1;0;Secs;0
1012;3;41209;U16;135_Hz_SF;135_0_Hz8;;1;0;Hz;0
1013;3;41210;U16;135_Tms_SF;135_0_Tms9;;1;0;Secs;0
1014;3;41211;U16;135_Hz_SF;135_0_Hz9;;1;0;Hz;0
1015;3;41212;U16;135_Tms_SF;135_0_Tms10;;1;0;Secs;0
1016;3;41213;U16;135_Hz_SF;135_0_Hz10;;1;0;Hz;0
1017;3;41214;U16;135_Tms_SF;135_0_Tms11;;1;0;Secs;0
1018;3;41215;U16;135_Hz_SF;135_0_Hz11;;1;0;Hz;0
1019;3;41216;U16;135_Tms_SF;135_0_Tms12;;1;0;Secs;0
1020;3;41217;U16;135_Hz_SF;135_0_Hz12;;1;0;Hz;0
1021;3;41218;U16;135_Tms_SF;135_0_Tms13;;1;0;Secs;0
1022;3;41219;U16;135_Hz_SF;135_0_Hz13;;1;0;Hz;0
1023;3;41220;U16;135_Tms_SF;135_0_Tms14;;1;0;Secs;0
1024;3;41221;U16;135_Hz_SF;135_0_Hz14;;1;0;Hz;0
1025;3;41222;U16;135_Tms_SF;135_0_Tms15;;1;0;Secs;0
1026;3;41223;U16;135_Hz_SF;135_0_Hz15;;1;0;Hz;0
1027;3;41224;U16;135_Tms_SF;135_0_Tms16;;1;0;Secs;0
1028;3;41225;U16;135_Hz_SF;135_0_Hz16;;1;0;Hz;0
1029;3;41226;U16;135_Tms_SF;135_0_Tms17;;1;0;Secs;0
1030;3;41227;U16;135_Hz_SF;135_0_Hz17;;1;0;Hz;0
1031;3;41228;U16;135_Tms_SF;135_0_Tms18;;1;0;Secs;0
1032;3;41229;U16;135_Hz_SF;135_0_Hz18;;1;0;Hz;0
1033;3;41230;U16;135_Tms_SF;135_0_Tms19;;1;0;Secs;0
1034;3;41231;U16;135_Hz_SF;135_0_Hz19;;1;0;Hz;0
1035;3;41232;U16;135_Tms_SF;135_0_Tms20;;1;0;Secs;0
1036;3;41233;U16;135_Hz_SF;135_0_Hz20;;1;0;Hz;0
1037;3;41234;STRING;;135_0_CrvNam;;1;0;;0
1038;3;41242;U16;;135_0_ReadOnly;;1;0;;0
1039;3;41243;I16;;136_tableId;;1;0;;0
1040;3;41244;I16;;136_tableSize;;1;0;;0
1041;3;41245;U16;;136_ActCrv;;1;0;;0
1042;3;41246;U16;;136_ModEna;;1;0;;0
1043;3;41247;U16;;136_WinTms;;1;0;Secs;0
1044;3;41248;U16;;136_RvrtTms;;1;0;Secs;0
1045;3;41249;U16;;136_RmpTms;;1;0;Secs;0
1046;3;41250;U16;;136_NCrv;;1;0;;0
1047;3;41251;U16;;136_NPt;;1;0;;0
1048;3;41252;I16;;136_Tms_SF;;1;0;;0
1049;3;41253;I16;;136_Hz_SF;;1;0;;0
1051;3;41255;U16;;136_0_ActPt;;1;0;;0
1052;3;41256;U16;136_Tms_SF;136_0_Tms1;;1;0;Secs;0
1053;3;41257;U16;136_Hz_SF;136_0_Hz1;;1;0;Hz;0
1054;3;41258;U16;136_Tms_SF;136_0_Tms2;;1;0;Secs;0
1055;3;41259;U16;136_Hz_SF;136_0_Hz2;;1;0;Hz;0
1056;3;41260;U16;136_Tms_SF;136_0_Tms3;;1;0;Secs;0
1057;3;41261;U16;136_Hz_SF;136_0_Hz3;;1;0;Hz;0
1058;3;41262;U16;136_Tms_SF;136_0_Tms4;;1;0;Secs;0
1059;3;41263;U16;136_Hz_SF;136_0_Hz4;;1;0;Hz;0
1060;3;41264;U16;136_Tms_SF;136_0_Tms5;;1;0;Secs;0
1061;3;41265;U16;136_Hz_SF;136_0_Hz5;;1;0;Hz;0
1062;3;41266;U16;136_Tms_SF;136_0_Tms6;;1;0;Secs;0
1063;3;41267;U16;136_Hz_SF;136_0_Hz6;;1;0;Hz;0
1064;3;41268;U16;136_Tms_SF;136_0_Tms7;;1;0;Secs;0
1065;3;41269;U16;136_Hz_SF;136_0_Hz7;;1;0;Hz;0
1066;3;41270;U16;136_Tms_SF;136_0_Tms8;;1;0;Secs;0
1067;3;41271;U16;136_Hz_SF;136_0_Hz8;;1;0;Hz;0
1068;3;41272;U16;136_Tms_SF;136_0_Tms9;;1;0;Secs;0
1069;3;41273;U16;136_Hz_SF;136_0_Hz9;;1;0;Hz;0
1070;3;41274;U16;136_Tms_SF;136_0_Tms10;;1;0;Secs;0
1071;3;41275;U16;136_Hz_SF;136_0_Hz10;;1;0;Hz;0
1072;3;41276;U16;136_Tms_SF;136_0_Tms11;;1;0;Secs;0
1073;3;41277;U16;136_Hz_SF;136_0_Hz11;;1;0;Hz;0
1074;3;41278;U16;136_Tms_SF;136_0_Tms12;;1;0;Secs;0
1075;3;41279;U16;136_Hz_SF;136_0_Hz12;;1;0;Hz;0
1076;3;41280;U16;136_Tms_SF;136_0_Tms13;;1;0;Secs;0
1077;3;41281;U16;136_Hz_SF;136_0_Hz13;;1;0;Hz;0
1078;3;41282;U16;136_Tms_SF;136_0_Tms14;;1;0;Secs;0
1079;3;41283;U16;136_Hz_SF;136_0_Hz14;;1;0;Hz;0
1080;3;41284;U16;136_Tms_SF;136_0_Tms15;;1;0;Secs;0
1081;3;41285;U16;136_Hz_SF;136_0_Hz15;;1;0;Hz;0
1082;3;41286;U16;136_Tms_SF;136_0_Tms16;;1;0;Secs;0
1083;3;41287;U16;136_Hz_SF;136_0_Hz16;;1;0;Hz;0
1084;3;41288;U16;136_Tms_SF;136_0_Tms17;;1;0;Secs;0
1085;3;41289;U16;136_Hz_SF;136_0_Hz17;;1;0;Hz;0
1086;3;41290;U16;136_Tms_SF;136_0_Tms18;;1;0;Secs;0
1087;3;41291;U16;136_Hz_SF;136_0_Hz18;;1;0;Hz;0
1088;3;41292;U16;136_Tms_SF;136_0_Tms19;;1;0;Secs;0
1089;3;41293;U16;136_Hz_SF;136_0_Hz19;;1;0;Hz;0
1090;3;41294;U16;136_Tms_SF;136_0_Tms20;;1;0;Secs;0
1091;3;41295;U16;136_Hz_SF;136_0_Hz20;;1;0;Hz;0
1092;3;41296;STRING;;136_0_CrvNam;;1;0;;0
1093;3;41304;U16;;136_0_ReadOnly;;1;0;;0
1094;3;41305;I16;;160_tableId;;1;0;;0
1095;3;41306;I16;;160_tableSize;;1;0;;0
1096;3;41307;I16;;160_DCA_SF;;1;0;;4
1097;3;41308;I16;;160_DCV_SF;;1;0;;4
1098;3;41309;I16;;160_DCW_SF;;1;0;;4
1099;3;41310;I16;;160_DCWH_SF;;1;0;;0
1100;3;41311;U32;;160_Evt;;1;0;;0
1101;3;41313;U32;;160_N;;1;0;;0
1102;3;41314;U16;;160_TmsPer;;1;0;;0
1103;3;41315;U16;;160_0_ID;;1;0;;0
1104;3;41316;STRING;;160_0_IDStr;;1;0;;0
1105;3;41324;U16;160_DCA_SF;0_DCA;;1;0;A;4
1106;3;41325;U16;160_DCV_SF;0_DCV;;1;0;V;4
1107;3;41326;U16;160_DCW_SF;0_DCW;;1;0;W;4
1108;3;41328;U32;160_DCWH_SF;160_0_DCWH;;1;0;Wh;0
1109;3;41330;U32;;160_0_Tms;;1;0;Secs;0
1110;3;41331;I16;;160_0_Tmp;;1;0;C;0
1111;3;41332;U16;;160_0_DCSt;;1;0;;0
1112;3;41334;U32;;160_0_DCEvt;;1;0;;0
1113;3;41335;U16;;160_1_ID;;1;0;;0
1114;3;41336;STRING;;160_1_IDStr;;1;0;;0
1115;3;41344;U16;160_DCA_SF;1_DCA;;1;0;A;4
1116;3;41345;U16;160_DCV_SF;1_DCV;;1;0;V;4
1117;3;41346;U16;160_DCW_SF;1_DCW;;1;0;W;4
1118;3;41347;U32;160_DCWH_SF;160_1_DCWH;;1;0;Wh;0
1119;3;41349;U32;;160_1_Tms;;1;0;Secs;0
1120;3;41351;I16;;160_1_Tmp;;1;0;C;0
1121;3;41352;U16;;160_1_DCSt;;1;0;;0
1122;3;41353;U32;;160_1_DCEvt;;1;0;;0
1123;3;41355;U16;;160_2_ID;;1;0;;0
1124;3;41356;STRING;;160_2_IDStr;;1;0;;0
1125;3;41364;U16;160_DCA_SF;2_DCA;;1;0;A;4
1126;3;41365;U16;160_DCV_SF;2_DCV;;1;0;V;4
1127;3;41366;U16;160_DCW_SF;2_DCW;;1;0;W;4
1128;3;41367;U32;160_DCWH_SF;160_2_DCWH;;1;0;Wh;0
1129;3;41369;U32;;160_2_Tms;;1;0;Secs;0
1130;3;41371;I16;;160_2_Tmp;;1;0;C;0
1131;3;41372;U16;;160_2_DCSt;;1;0;;0
1132;3;41373;U32;;160_2_DCEvt;;1;0;;0
1133;3;41375;U16;;160_3_ID;;1;0;;0
1134;3;41376;STRING;;160_3_IDStr;;1;0;;0
1135;3;41384;U16;160_DCA_SF;3_DCA;;1;0;A;4
1136;3;41385;U16;160_DCV_SF;3_DCV;;1;0;V;4
1137;3;41386;U16;160_DCW_SF;3_DCW;;1;0;W;4
1138;3;41387;U32;160_DCWH_SF;160_3_DCWH;;1;0;Wh;0
1139;3;41389;U32;;160_3_Tms;;1;0;Secs;0
1140;3;41391;I16;;160_3_Tmp;;1;0;C;0
1141;3;41392;U16;;160_3_DCSt;;1;0;;0
1142;3;41393;U32;;160_3_DCEvt;;1;0;;0
1143;3;41395;U16;;160_4_ID;;1;0;;0
1144;3;41396;STRING;;160_4_IDStr;;1;0;;0
1145;3;41404;U16;160_DCA_SF;4_DCA;;1;0;A;4
1146;3;41405;U16;160_DCV_SF;4_DCV;;1;0;V;4
1147;3;41406;U16;160_DCW_SF;4_DCW;;1;0;W;4
1148;3;41407;U32;160_DCWH_SF;160_4_DCWH;;1;0;Wh;0
1149;3;41409;U32;;160_4_Tms;;1;0;Secs;0
1150;3;41411;I16;;160_4_Tmp;;1;0;C;0
1151;3;41412;U16;;160_4_DCSt;;1;0;;0
1152;3;41413;U32;;160_4_DCEvt;;1;0;;0
1153;3;41415;U16;;160_5_ID;;1;0;;0
1154;3;41416;STRING;;160_5_IDStr;;1;0;;0
1155;3;41424;U16;160_DCA_SF;5_DCA;;1;0;A;4
1156;3;41425;U16;160_DCV_SF;5_DCV;;1;0;V;4
1157;3;41426;U16;160_DCW_SF;5_DCW;;1;0;W;4
1158;3;41427;U32;160_DCWH_SF;160_5_DCWH;;1;0;Wh;0
1159;3;41429;U32;;160_5_Tms;;1;0;Secs;0
1160;3;41431;I16;;160_5_Tmp;;1;0;C;0
1161;3;41432;U16;;160_5_DCSt;;1;0;;0
1162;3;41433;U32;;160_5_DCEvt;;1;0;;0
1163;3;41435;U16;;160_6_ID;;1;0;;0
1164;3;41436;STRING;;160_6_IDStr;;1;0;;0
1165;3;41444;U16;160_DCA_SF;6_DCA;;1;0;A;4
1166;3;41445;U16;160_DCV_SF;6_DCV;;1;0;V;4
1167;3;41446;U16;160_DCW_SF;6_DCW;;1;0;W;4
1168;3;41447;U32;160_DCWH_SF;160_6_DCWH;;1;0;Wh;0
1169;3;41449;U32;;160_6_Tms;;1;0;Secs;0
1170;3;41451;I16;;160_6_Tmp;;1;0;C;0
1171;3;41452;U16;;160_6_DCSt;;1;0;;0
1172;3;41453;U32;;160_6_DCEvt;;1;0;;0
1173;3;41455;U16;;160_7_ID;;1;0;;0
1174;3;41456;STRING;;160_7_IDStr;;1;0;;0
1175;3;41464;U16;160_DCA_SF;7_DCA;;1;0;A;4
1176;3;41465;U16;160_DCV_SF;7_DCV;;1;0;V;4
1177;3;41466;U16;160_DCW_SF;7_DCW;;1;0;W;4
1178;3;41467;U32;160_DCWH_SF;160_7_DCWH;;1;0;Wh;0
1179;3;41469;U32;;160_7_Tms;;1;0;Secs;0
1180;3;41471;I16;;160_7_Tmp;;1;0;C;0
1181;3;41472;U16;;160_7_DCSt;;1;0;;0
1182;3;41473;U32;;160_7_DCEvt;;1;0;;0
1183;3;41475;U16;;160_8_ID;;1;0;;0
1184;3;41476;STRING;;160_8_IDStr;;1;0;;0
1185;3;41484;U16;160_DCA_SF;8_DCA;;1;0;A;4
1186;3;41485;U16;160_DCV_SF;8_DCV;;1;0;V;4
1187;3;41486;U16;160_DCW_SF;8_DCW;;1;0;W;4
1188;3;41487;U32;160_DCWH_SF;160_8_DCWH;;1;0;Wh;0
1189;3;41489;U32;;160_8_Tms;;1;0;Secs;0
1190;3;41491;I16;;160_8_Tmp;;1;0;C;0
1191;3;41492;U16;;160_8_DCSt;;1;0;;0
1192;3;41493;U32;;160_8_DCEvt;;1;0;;0
